label,text
flight_id,does us air have any flights out of atlanta to denver
flight_id,what do you have on monday from dallas fort worth to oakland california
flight_id,give me a list of the morning flights from atlanta to boston
flight_id,i want a nonstop flight from indianapolis to toronto that leaves thursday morning
flight_id,which flights depart burbank after noon and arrive in denver by 6pm
flight_id,i need a flight from boston to pittsburgh that leaves early in the morning
flight_id,tell me about flights on american airlines from dallas to san francisco on june twenty ninth
fare_id,show me the first class fares from baltimore to dallas
flight_id,list the cheapest one way flight from miami florida to charlotte north carolina
airline_code,which airlines fly from boston to washington
airline_code,how many flights does each airline have with business class service
fare_id,show me the price of flight ea 212 from atlanta to washington
flight_id,show me the latest flight from las vegas to denver
flight_id,what flights from washington to toronto
flight_id,all flights leaving washington dc to san francisco that are first class
flight_id,list all flights leaving denver arriving in seattle on saturday that depart after 1230pm
flight_id,what is the earliest flight that i can take from boston to baltimore
departure_time,what time are the flights leaving from denver to pittsburgh on july seventh
fare_id,what does it cost to fly from boston to oakland on united airlines
flight_id,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines
advance_purchase,what is restriction ap/57
flight_id,show flights first class on american from dallas fort worth to san francisco international
airline_code,which airlines fly between boston and philadelphia
fare_id,what are the different classes of service and the prices for us air
flight_id,flights from newark to cleveland daily
flight_id,what is the last flight from atlanta to boston
aircraft_code,what kind of airplane is flight ua 270 from denver to philadelphia
arrival_time,please list the flight times from boston to pittsburgh
flight_id,does continental fly from boston to san francisco with a stop in denver
flight_id,flights from indianapolis to seattle
flight_id,what's the cheapest flight from denver to pittsburgh for both one way and round trip flights
flight_id,i need flight information between atlanta and boston
airline_code,is there an airline that services boston dc and dallas
flight_id,american airlines leaving phoenix
meal_code,what are my meal options from boston to denver
airline_code,what is airline ff
flight_id,what flights are there on sunday from seattle to chicago
flight_id,show me all flights from pittsburgh to atlanta
flight_id,tuesday morning flights between charlotte and baltimore
flight_id,now i want to see return flights from miami to new york
flight_id,give me flights from pittsburgh to baltimore
flight_id,list all flights on continental leaving denver and arriving at chicago on monday before noon
airline_code,can you tell me what airline flies between denver and san francisco
fare_basis_code,explain the fare codes
flight_id,show me the latest flight on wednesday from atlanta to washington dc
airline_code,what airlines go from atlanta to baltimore
flight_id,i want a flight from philadelphia to dallas that at least has one stop
flight_id,show me the direct flights from san francisco to boston
flight_id,please list the cheapest flight from dallas to baltimore arriving on may seventh
fare_id,show me round trip fares from pittsburgh to philadelphia
flight_id,list flights from montreal to washington with the lowest one way fares that leaves on saturday
flight_id,show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow
miles_distant,how far is oakland airport from downtown
flight_id,show me all the flights on united leaving from boston
fare_id,please give me round trip fares from pittsburgh to philadelphia
flight_id,show me the list of us air flights between boston and dc
flight_id,i'd like to see all the flights from boston to philadelphia
flight_id,show me all the northwest flights from new york to milwaukee that leave at 720am
flight_id,i want to fly from atlanta to philadelphia nonstop
fare_id,what is the airfare for flights from denver to pittsburgh on delta airline
flight_id,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8pm before 10pm
flight_id,list the flights from philadelphia to san francisco which have a layover in dallas
flight_id,what are the flights from dallas to baltimore
aircraft_code,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh
flight_id,i need to know if there are any direct flights from st. petersburg florida to tacoma washington leaving preferably tomorrow morning
booking_class,what is fare code h
aircraft_code,what kind of airplanes are used by delta airlines flying between washington and denver
flight_id,show me the flights from atlanta to bwi
airport_code,airports in new york
flight_id,give me nonstop flights from new york city to las vegas
fare_basis_code,what does fare code qo mean
flight_id,show me wednesday afternoon flights from denver to san francisco
flight_id,flights from boston to pittsburgh
flight_id,what flights do you have from ontario
flight_id,from denver to baltimore
flight_id,very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia
airport_code,what airport in new york is closest to downtown
flight_id,what is the earliest flight from boston to dallas fort worth leaving august eighth
airline_code,what airlines have nonstop early afternoon flights from boston to denver
flight_id,show me the flights from oakland to washington
flight_id,give me the american airlines flights from phoenix to milwaukee on wednesday
flight_id,i would like a morning flight from milwaukee to denver colorado please
flight_id,i need a flight from san francisco to philadelphia
airline_code,code ff
flight_id,i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6pm
fare_id,list the fares of the delta airlines flights from boston to philadelphia
flight_id,flight on monday from philadelphia to oakland california early morning
flight_id,i would like a nonstop flight from memphis to las vegas on march second
fare_id,show me the cheapest flights from san francisco to philadelphia
flight_id,i'd like a return flight from baltimore to boston
flight_id,flights from denver to pittsburgh on thursday
flight_id,what are the flights from washington dc to denver
fare_id,what is the least expensive fare from baltimore to san francisco leaving on september thirtieth
flight_id,are there any flights from atlanta to baltimore
flight_id,show me the last flight from love field
flight_id,what flights land at general mitchell international
count,how many united flights are there from san francisco please
flight_id,show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal
flight_id,give me all flights from boston to philadelphia next week arriving after lunch
fare_id,what's the cheapest fare from san francisco to baltimore
flight_id,show all monday flights from san francisco to pittsburgh
flight_id,i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10am
flight_id,what flights are available from dallas to atlanta with one way economy fares
flight_id,show me all the flights on delta airlines and twa that go to atlanta in the morning
flight_id,show me flights from denver to philadelphia on a monday
flight_id,what flights on united leave la guardia for san jose and arrive around 10pm
flight_id,what are the flights from boston to baltimore
transport_type,show me a list of ground transportation at boston airport
flight_id,what pm flights are available from philadelphia to pittsburgh
flight_id,do any us air flights leave from san francisco
flight_id,what's the earliest flight from phoenix to salt lake city
fare_id,in economy class from dallas to baltimore arriving july seventh i'd like to know what's the cheapest ticket possible
flight_id,please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon
flight_id,show me flights from boston to pittsburgh after 1700 hours on wednesday
flight_id,show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are
flight_id,the flight will originate from boston
flight_id,what are the flights from boston to philadelphia
flight_id,i would like to fly from pittsburgh to atlanta
aircraft_code,what types of aircraft can i get a first class ticket from philadelphia to dallas
flight_id,all flights from denver colorado to pittsburgh pennsylvania
flight_id,i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning
flight_id,flights from atlanta to san francisco august second
flight_id,what flights are available wednesday afternoon from denver to san francisco
flight_id,i want a flight on saturday from minneapolis to long beach
flight_id,does twa have a flight from indianapolis to houston arriving at 11am
flight_id,on tuesday what flights leave phoenix to st. paul minnesota and leave after noon
flight_id,what american airlines flights from phoenix to milwaukee depart phoenix after 6pm on wednesday
flight_id,find me the earliest flight from boston to atlanta on any day of the week
flight_id,northwest flights with stops in denver
fare_id,show me fares less than 400 dollars for flights from dallas to baltimore
flight_id,the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday
flight_id,i need to go from boston to atlanta and back in the same day find me the earliest flight from boston
flight_id,i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening
flight_id,i want to fly nonstop from denver to dallas
fare_basis_code,what does code y mean
flight_id,show me all flights from san francisco to washington dc
fare_id,i need a flight from atlanta to philadelphia and i'm looking for the cheapest fare
transport_type,i would like information on ground transportation in the city of atlanta from airport to downtown
flight_id,show me flights from atlanta to baltimore
flight_id,please list all delta flights from kansas city to salt lake city
airline_code,what is the abbreviation for canadian airlines international
flight_id,pittsburgh to denver
flight_id,show me flights from milwaukee to orlando on wednesday night
transport_type,can i get a rental car in dallas
flight_id,what are the flights from san jose to nashville on thursday the twentieth
fare_basis_code,what is fare code qw
flight_id,what are the flights from pittsburgh to oakland
fare_id,what are the prices of the flights from dallas to baltimore
flight_id,give me the cheapest flight from dallas to baltimore on saturday
fare_id,what is the least expensive airfare between boston and baltimore
flight_id,does united airlines have flights between boston and denver
flight_id,please list all flights tuesday dallas atlanta
flight_id,a breakfast flight from denver to san francisco please
airline_code,what airlines service pittsburgh airport
flight_id,show me all flights from san diego to phoenix on a boeing 737
fare_basis_code,what is fare code c
flight_id,please give me the flights from denver to pittsburgh which leave in the morning on july second
fare_id,what are the fares between new york and la on monday morning
flight_id,what flights leave boston and arrive in philadelphia before 7am
flight_id,flight from denver to boston
booking_class,what is fare code y mean
flight_id,what's the earliest flight from pittsburgh to baltimore on thursday morning
flight_id,are there any flights from denver to pittsburgh with stops in atlanta
transport_type,i need your help with information on ground transportation from the airport in philadelphia to downtown
flight_id,show me the flights from pittsburgh to los angeles on thursday
flight_id,list flights from san francisco to denver on friday
fare_basis_code,i'd like to see the fare code again qx
airline_code,what airlines fly between boston and atlanta
flight_id,what is the earliest flight from washington to san francisco
flight_id,what's the first flight from dallas to houston
flight_id,what delta leaves boston for atlanta
flight_id,are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines
flight_id,i want to see the cheapest flight from atlanta to baltimore
booking_class,what is fare code h
flight_id,show me the flights leaving charlotte to atlanta around 7pm next tuesday
flight_id,all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday
departure_time,show me the daily flight schedule between boston and pittsburgh
flight_id,list all american airlines flights from phoenix to milwaukee on wednesday
airline_code,which airlines have flights from denver to pittsburgh
flight_id,show flights from pittsburgh to oakland connecting through denver
flight_id,i'm sorry i want to book a flight from atlanta to denver colorado
flight_id,please give me a flight from boston to atlanta before 10am in the morning
flight_id,i'd like to fly from boston to oakland through denver
flight_id,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6pm
flight_id,what flights leave after 7pm from boston to pittsburgh
flight_id,i want to leave boston at 838
flight_id,what is the first flight from boston to dallas
flight_id,show me the flights from newark to los angeles
flight_id,show me the least expensive flight from miami to new york on a sunday with first class fare
flight_id,what are the cheapest flights from pittsburgh to atlanta
flight_id,list flights from san jose to houston next sunday
flight_id,show me the last flight on wednesday from atlanta to denver
flight_id,flights from new york to miami
flight_id,what flights are available from pittsburgh to boston on saturday
flight_id,flight from salt lake city to oakland california
flight_id,please list the flights from baltimore to san francisco on fridays
airline_code,please show me airlines with flights from denver to boston with a stopover in philadelphia
fare_id,i'd like to buy a coach class ticket for a flight from denver to atlanta
flight_id,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth
transport_type,ground transportation baltimore
arrival_time,what is the arrival time in san francisco for the 755am flight leaving washington
transport_type,is there ground transportation from the milwaukee airport to the downtown area
transport_type,ground transportation in westchester county
count,how many fares are there one way from tacoma to montreal
flight_id,list all flights going from boston to atlanta before 5 o'clock am on thursday
flight_id,what continental flights go from chicago to seattle before 10am in the morning that have a meal
flight_id,show me flights from san francisco to seattle
flight_id,what flights go from san francisco to boston and leave after 1 o'clock
flight_id,show me all flights from boston to pittsburgh on wednesday after 6 o'clock pm
flight_id,flights from milwaukee to orlando one way
flight_id,please list all flights between boston and philadelphia operating on sundays
flight_id,what do you have from philadelphia to dallas on saturday morning
flight_id,does midwest express have any flights from montreal to detroit
flight_id,show me the flights from boston to pittsburgh on wednesday
flight_id,show me the united flights which go from boston to washington dc
flight_id,i need information flight information for tuesday on a flight leaving baltimore bound for dallas
flight_id,what flights from new york to los angeles
flight_id,give me the continental flights from chicago to seattle on friday
aircraft_code,what kinds of planes are used by american airlines
flight_id,what is the earliest flight from boston to washington
flight_id,what are the cheapest round trip flights from denver to atlanta
flight_id,please list the wednesday american airline flights from milwaukee to san jose
flight_id,coach class flights on twa from columbus to st. paul
flight_id,what is the cheapest way to travel round trip from milwaukee to san francisco
flight_id,show me the flights going from pittsburgh to san francisco on monday
flight_id,what is the earliest flight from boston to atlanta
flight_id,show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon
flight_id,from philadelphia to toronto
flight_id,i'd like flights going from boston to atlanta leaving on august sixth in the afternoon
flight_id,i want a flight from toronto to montreal that leaves early friday morning
flight_id,please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday
fare_id,what are the fares for flights between atlanta and dfw
flight_id,what flights are between washington and san francisco
flight_id,i need to know what flights leave atlanta on sunday evening and arrive in baltimore
ground_fare,what are the rental car rates in san francisco
aircraft_code,what aircraft is used on delta flight 1222 from kansas city to salt lake city
fare_id,what is the first class fare from boston to dallas
flight_id,please list pm flights from boston pittsburgh
flight_id,newark to cleveland
flight_id,all flights from denver to pittsburgh leaving after 6pm and before 7pm
flight_id,what flights are there from new york to las vegas
flight_id,i'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening
aircraft_code,kindly give me the type of aircraft used to fly from atlanta to denver
flight_id,what are all flights from pittsburgh to boston on wednesdays
flight_id,i need a flight from boston to pittsburgh
flight_id,show me the flights from denver to pittsburgh and atlanta
aircraft_code,what is the seating capacity of the various airplanes that united airlines uses
flight_id,give me morning flights from charlotte to baltimore
flight_id,what flights leave from phoenix to nashville on american airlines
flight_id,what is the earliest flight flying from pittsburgh to atlanta on july fifth
flight_id,can you tell me the latest evening flight from atlanta to denver on july seventh
flight_id,i would like to book a flight from los angeles to pittsburgh on june first
flight_id,morning flight from oakland to dallas
flight_id,what flights from atlanta to toronto
flight_id,flights from dc to denver
flight_id,list flights from philadelphia to dallas
flight_id,hello i would like to plan a flight on american airlines from boston to denver
flight_id,show me boston to oakland flights
flight_id,what are the cheapest one way flights from denver to atlanta
flight_id,what is the last flight of the day to leave baltimore for boston
departure_time,what times does continental depart from boston to san francisco
transport_type,describe ground transportation in dallas
flight_id,newark to cleveland
flight_id,i'd like to fly from philadelphia to dallas to san francisco
fare_id,please show me airfare of flight us 345 from boston to pittsburgh
flight_id,show me all flights from pittsburgh to oakland that arrive after 10am
flight_id,show me the dinner flights from baltimore to oakland
transport_type,what ground transport is available in charlotte
transport_type,can i see ground transportation from long beach airport to downtown
flight_id,i need information on a flight from washington to fort worth
flight_id,show me all flights from atlanta to washington with prices
flight_id,show me the flights from love field
fare_id,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental
flight_id,give me a list of flights between denver and oakland
fare_id,round trip fares new york to san jose
flight_id,american flights from cincinnati to houston
flight_id,do you have a flight from atlanta to charlotte north carolina next monday
flight_id,what flights are available from atlanta to oakland with one way economy fares
flight_id,show me evening flights to baltimore
state_code,show me the flights from dallas to baltimore with a fare of 415 dollars
flight_id,is there a 4 o'clock flight from washington dc to denver
flight_id,i'd like information on a flight from atlanta to denver a morning flight
flight_id,what flights go from newark to boston after 1024 in the morning
flight_id,show all flights and fares from pittsburgh to san francisco
flight_id,show me flights from baltimore to dallas
airline_code,which airlines fly between boston and pittsburgh
flight_id,list the flights from houston to st. paul
flight_id,show me the latest nonstop flight from denver to washington dc
flight_id,please list the friday flights from houston to milwaukee on american airlines in the evening
count,list the total number of flights to all airports by delta
flight_id,i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first
flight_id,i need a flight from chicago to dallas on continental on june fifth
flight_id,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday
flight_id,show me flights from new york to miami
flight_id,saturday flights from las vegas to montreal
fare_id,i'm interested in the cheapest fare from washington to fort worth
flight_id,i am also interested in a flight that runs from st. louis to las vegas
fare_id,what is the cheapest fare from denver to pittsburgh
airline_code,are there any airlines that have flights from boston to philadelphia that leave before 630am
departure_time,what times does the late afternoon flight leave from washington for denver
flight_id,i'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon
flight_id,okay show me all the flights to baltimore
flight_id,i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you
airline_code,what airlines fly from boston to washington
flight_id,give me the continental flights from chicago to seattle on saturday morning
flight_id,what's the cheapest flight from baltimore to dallas on american
flight_id,show me all flights from charlotte to columbus
fare_id,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth
flight_id,tell me about flights from indianapolis to houston
flight_id,list the flights on sunday afternoon from oakland to dallas
flight_id,i need to fly from baltimore to dallas on tuesday evening
flight_id,what is american's schedule of morning flights to atlanta
flight_id,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee
airport_code,what does hou mean
flight_id,show me the last flight available in the evening from boston to dc on july twenty first
flight_id,does delta have an early afternoon flight from boston to san francisco
fare_id,what is the fare on november seventh going one way from pittsburgh to philadelphia
flight_id,list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars
flight_id,i'd like to find a flight from tampa to montreal that makes a stop in new york
flight_id,show me the earliest flight on august second from boston to denver that serves a meal
flight_id,what is the cheapest flight from denver to pittsburgh
flight_id,what flights from atlanta to toronto
flight_id,i'd like to know the shortest trip between boston and san francisco
flight_id,okay i would like to fly from atlanta to philadelphia
flight_id,i need a flight from pittsburgh to new york departing after 5pm
airline_code,which airlines fly from boston to san francisco
flight_id,what is the cheapest flight from denver to pittsburgh on july twenty sixth
flight_id,round trip flights between new york and miami
fare_id,what is the round trip cost of a first class ticket from boston to san francisco
flight_id,what flights are there on saturdays from philadelphia to denver
flight_id,all round trip flights between new york and miami business class fare
flight_id,show me a list of flights from boston to dc arriving before 9am on july twenty second
flight_id,okay and then from pittsburgh i'd like to travel to atlanta on september fourth
flight_id,show me flights from los angeles to pittsburgh for tuesday
flight_id,all flights to baltimore after 6pm
flight_id,i need to fly from nashville to tacoma first thing in the morning what is there
flight_id,what flights are available saturday to san francisco from dallas
flight_id,list the flights from toronto to salt lake city
flight_id,okay i'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first
flight_id,show flights from philadelphia to san francisco
transport_type,do you have ground transportation between airport and downtown in boston
flight_id,list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday
airline_code,which airlines have flights from san francisco to washington by way of indianapolis
flight_id,flight from nashville back to milwaukee
fare_id,okay we're going from washington to denver first class ticket i'd like to know the cost of a first class ticket
flight_id,can you list all nonstop flights departing from st. petersburg and arriving in charlotte
flight_id,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there
flight_id,what flights are there from newark to chicago on continental
flight_id,i would like an early flight from la to charlotte monday morning
aircraft_code,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh
departure_time,what time does twa depart from boston to go to san francisco
fare_id,show me the coach fares from baltimore to dallas
flight_id,flight numbers from columbus to minneapolis tomorrow
flight_id,show me flights from denver to philadelphia
flight_id,list flights from detroit to san diego on thursday
fare_id,what is the cheapest round trip fare on continental 1291 round trip denver san francisco
flight_id,show me flights from boston to denver on wednesday
flight_id,what flights are there from new york city to las vegas
flight_id,flights from cleveland to kansas city on monday
fare_id,i would like to know the first class fare on a flight from baltimore to denver
flight_id,show me flights from milwaukee to orlando on a thursday before noon
flight_id,show me the flights from philadelphia to atlanta
flight_id,show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday
minutes_distant,how long does it take to get from atlanta airport into the city of atlanta
flight_id,what are your flights from dallas to baltimore
airline_code,what airlines fly between san francisco and denver
flight_id,show me the flights from toronto to salt lake city which leave toronto after 6pm
airline_code,does any airline have an afternoon flight from atlanta to boston
transport_type,is there ground transportation from the airport in denver to downtown
flight_id,philadelphia to san francisco monday
aircraft_code,what is the abbreviation d10
fare_id,show me the most expensive fare
flight_id,show me flights from denver to boston on thursday
restriction_code,what does restriction ap/57
departure_time,what is the schedule for flights between pittsburgh and boston on the evening of july ninth
flight_id,show me all the direct flights from baltimore to atlanta
flight_id,what flights from las vegas to phoenix on saturday
flight_id,flight from ontario to orlando that departs 9 hours before arriving
fare_id,what is the cost for a one way trip from pittsburgh to atlanta
ground_fare,how much is the ground transportation between atlanta and downtown
transport_type,can you tell me how to get from the airport in philadelphia to downtown
flight_id,give me the flights for american airline from philadelphia to dallas
flight_id,flights from jfk or la guardia to cleveland
flight_id,are there any nonstop flights from indianapolis to san diego on wednesday may twelfth
flight_id,do you have a 747 that flies from san francisco to baltimore
flight_id,show me all nationair flights from toronto
flight_id,delta flights to san francisco please
aircraft_code,what kind of plane is used on the earliest flight from boston to san francisco afternoon
flight_id,flights from new york to miami
flight_id,what is the least expensive flight today from atlanta to san francisco
flight_id,what are the flights from boston to baltimore leaving tomorrow
flight_id,i'd like a flight on july ninth from orlando to kansas city in the afternoon
state_code,round trip fares from baltimore to philadelphia under 1000 dollars
fare_id,show me round trip fares between san francisco and washington dc
count,how many first class flights does united have leaving from all airports today
flight_id,give me flights that arrive in baltimore from denver
flight_id,list possible round trip daily flights between boston and oakland
fare_id,what is the fare going from boston to dallas fort worth one way on november seventh
fare_id,what's the cheapest round trip fare between dallas and baltimore
flight_id,show me all flights from san francisco to washington dc area
fare_id,show me the prices of all flights from atlanta to washington dc
flight_id,give me a flight from tampa to charlotte on sunday
flight_id,flights from nashville to seattle
flight_id,list flights from atlanta to boston on wednesday afternoon and thursday morning
flight_id,i would like information on flights leaving atlanta in the afternoon arriving in dallas
flight_id,i need a reservation from baltimore to san francisco
flight_id,list the three earliest flights from atlanta to philadelphia on wednesday
flight_id,show me the flights available from atlanta to baltimore leaving atlanta in the morning
flight_id,show me the nonstop flights from houston to dallas
flight_id,find the earliest breakfast flight from boston to oakland
flight_id,are there any nonstop flights from san francisco to boston on thursdays
flight_id,show me flights from baltimore to dallas
flight_id,show me all the flights from denver to las vegas
flight_id,i would like to book a flight from chicago to seattle on june first
restriction_code,what is restriction ap80
flight_id,what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh
flight_id,could you list for me the flights that leave oakland on sunday and arrive in dallas
airline_code,which airlines have nonstop flights from kansas city to chicago
flight_id,i want to depart washington april twentieth to atlanta least expensive fare
flight_id,give me flights from atlanta to baltimore
airline_code,which airlines have first class flights today
transport_type,ground transportation in denver
flight_id,am flights from dallas to san francisco
flight_id,list all flights on continental from denver to chicago which depart after 934pm
flight_id,flights on american from phoenix to chicago on wednesday
flight_id,find travel arrangements for a round trip flight from baltimore to pittsburgh
flight_id,what is the earliest flight departing san francisco and arriving in boston on november ninth
fare_id,cheapest airfare from orlando to tacoma
flight_id,are there any flights from new york to los angeles which stop over in milwaukee
flight_id,now i need a flight leaving fort worth and arriving in denver no later than 2pm next monday
flight_id,show me flights from san francisco to atlanta
flight_id,does american airlines have a flight from pittsburgh to atlanta
flight_id,show me the list of flights between philadelphia and denver that leave in the afternoon
flight_id,show flights from denver into san francisco
flight_id,evening flights from philadelphia to oakland
transport_type,what ground transportation is available in san francisco
flight_id,give me all nonstops from new york city to las vegas that arrive on a sunday
flight_id,list flights from atlanta to boston on wednesday afternoon
airport_code,names of airports
aircraft_code,what kind of aircraft is used on a flight from cleveland to dallas
flight_id,show me the flights from boston to atlanta
aircraft_code,how many people fit on a 73s
transport_type,what ground transportation is available at baltimore
flight_id,i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta
airline_code,what airlines fly from boston to pittsburgh
flight_id,show me all flights from denver to san francisco next wednesday which leave after noon
flight_id,philadelphia to dallas saturday
airline_code,list the airlines that have nonstop afternoon flights from boston to oakland
flight_id,are there any flights from milwaukee to tacoma on friday june eleventh
flight_id,list the flights from salt lake city to st. petersburg
flight_id,could you please tell me the first flight leaving baltimore to san francisco on a 747 on august twenty seventh
flight_id,find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5pm the flight should be nonstop
flight_id,give me the flights and fares on december twenty seventh from indianapolis to orlando
flight_id,list all daily flights between boston and oakland and between oakland and boston using delta airlines
flight_id,i would like some information on flights leaving boston to atlanta
airline_code,please show me airlines with flights from denver to boston with stop in philadelphia
flight_id,does flight ua 281 from boston to denver leave on tuesday
flight_id,what flights from cincinnati to tampa
flight_id,show me all flights from pittsburgh to baltimore on thursday
flight_id,what are the flights from baltimore to dallas on sunday afternoon
flight_id,what flights are provided by american airlines
fare_id,i need fare information from denver to pittsburgh
flight_id,what flights are available from dallas fort worth to atlanta
flight_id,show me flights from boston to denver early am on tuesday
flight_id,can i get from dallas to san francisco leaving in the morning and arriving in the morning
flight_id,can you list all flights from toronto to san diego
booking_class,what does code yn mean
fare_basis_code,what fare codes cover flights from philadelphia to san francisco
flight_id,find travel arrangements for a round trip flight from boston to pittsburgh
flight_id,what is the latest flight i can take from washington to san francisco
flight_id,are there any flights from boston to san francisco which stop in denver
flight_id,what are the flights from las vegas to burbank also on saturday may twenty two
airport_code,airports
flight_id,i need a flight from kansas city to newark on the first of july
departure_time,what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh
ground_fare,what price is a limousine service to new york's la guardia
flight_id,show me the flights from boston to pittsburgh next wednesday night after 6 o'clock
fare_id,what is the cheapest fare for a one way flight from boston to atlanta
count,how many flights does twa have in business class
flight_id,what is the latest flight from boston to denver that serves a meal
flight_id,list all flights from chicago to seattle on continental which depart on saturday and serve meals
flight_id,looking for a flight from toronto to san diego
transport_type,is ground transportation available in philadelphia
flight_id,what is the first flight from atlanta to boston on thursday september fifth that leaves after 8am
flight_id,what are the flights from denver to baltimore on united airlines
flight_id,please list the sunday flights from dallas to houston on american airlines
transport_type,show me the ground transportation to westchester county
aircraft_code,how many people fly on a turboprop
flight_id,all flights from washington dc to san francisco on november twelfth
flight_id,i would like to find a flight from pittsburgh to boston on wednesday and i have to be in boston by one so i'd like a flight out of here no later than 11am
flight_id,could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards
flight_id,show me the flights from boston to fort worth on the morning of july tenth 1991
fare_id,what's the lowest round trip fare from dallas to atlanta
flight_id,thank you very much now can you help me with information on flights from boston to atlanta
flight_id,show me all flights from san francisco to la guardia nonstop
fare_id,show me the cheapest fares from miami to new york leaving on a sunday
aircraft_code,sure i'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh
flight_id,find a flight from boston to washington on monday
flight_id,list flights from phoenix to detroit on thursday june twenty fourth
airline_code,what does us stand for
flight_id,show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7pm
flight_id,i'm looking for flights from oakland to atlanta leaving before 1045am
flight_id,flights from ontario to florida
flight_id,flights from memphis to seattle
fare_id,please give me fares from denver to philadelphia
flight_id,show me all the saturday flights from pittsburgh to baltimore
restriction_code,what does restriction ap/57 mean
flight_id,show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday
flight_id,i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon
flight_id,i need a flight from new york city to montreal tomorrow
flight_id,give me flights from atlanta to baltimore
flight_id,i'd like a round trip ticket from los angeles to tacoma washington
flight_id,show me the flights from dallas to baltimore in first class
flight_id,show me the flights from san francisco to boston
transport_type,what ground transportation is there from denver
flight_id,flights from newark new jersey to cleveland ohio
flight_id,show any flights leaving san francisco on sunday and arriving in pittsburgh
flight_id,okay on monday may thirty first i'd like to go from san diego to phoenix early in the morning
flight_id,show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6pm
flight_id,show me the delta flights from san francisco to boston
fare_basis_code,what does the fare code f mean
flight_id,show me a list of flights from pittsburgh to baltimore on august third
flight_id,can you show me the list of flights that fly from washington to san francisco via dallas
flight_id,what flights go from boston to san francisco with a stop in dallas
flight_id,find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day
state_code,what are the flights from atlanta to boston in the afternoon
state_code,flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars
flight_id,find travel arrangements for a round trip flight from boston to pittsburgh
flight_id,show me the flights from san francisco to boston
flight_id,show me flights from boston to washington on monday
arrival_time,what time does the tuesday morning 755 flight leaving washington arrive in san francisco
flight_id,show me the shortest flight from boston to denver which arrives in denver wednesday before noon
flight_id,what delta flights are available to fly from philadelphia to boston
flight_id,list all takeoffs and landings at general mitchell international
flight_id,what flights from indianapolis to memphis
fare_basis_code,what does the fare code f mean
transport_type,ground transportation between airport and downtown in boston
flight_id,please show me flights from dallas to atlanta on monday
flight_id,what flights from chicago to denver in the morning
fare_id,what is the fare on november seventh going one way from dallas to san francisco
flight_id,i'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth
flight_id,i'd like the first flight in the morning from boston to washington
